100
5000
64,1,56
81,95,93
93,88,5
95,82,12
73,11,39
36,139,1
50,132,85
37,96,22
87,37,38
24,37,63
37,130,54
38,23,40
75,73,82
12,21,34
25,131,68
61,79,70
47,148,15
84,63,54
88,91,96
95,134,28
72,64,35
8,15,14
7,127,4
40,119,25
67,93,46
14,121,4
76,105,52
60,134,24
92,145,27
99,15,54
18,127,65
54,68,29
83,58,44
88,23,51
2,124,23
46,8,95
35,22,7
98,54,74
54,46,19
39,29,70
24,116,65
44,12,95
76,138,69
36,73,29
77,46,84
3,109,61
65,95,12
28,135,23
31,75,92
79,51,89
3,136,63
32,22,71
70,84,48
73,136,98
53,15,65
22,109,41
18,10,83
24,65,17
61,29,39
13,30,95
33,127,6
65,93,19
96,145,14
83,78,97
84,58,85
68,116,53
95,115,91
80,127,13
63,1,62
73,145,8
97,85,9
75,16,68
67,34,95
89,140,20
62,2,2
51,45,14
48,3,96
27,19,40
19,111,31
25,60,93
28,47,4
47,48,99
4,76,23
53,30,62
4,45,48
99,130,45
28,143,40
84,55,40
85,88,89
46,148,24
23,17,16
80,36,70
45,31,13
72,17,70
86,116,7
15,30,99
72,101,7
10,133,26
99,62,93
83,136,21
86,143,88
82,8,11
56,140,20
39,3,12
5,7,93
26,108,93
79,50,44
90,88,1
81,13,4
99,74,26
32,107,58
80,89,55
78,140,83
15,80,93
99,124,55
82,102,61
90,9,97
35,95,59
28,103,65
64,120,19
59,37,2
23,45,22
26,144,18
34,125,55
81,34,79
23,129,47
48,134,69
92,35,28
63,107,86
39,11,43
23,33,79
20,97,83
71,119,91
55,53,79
85,86,98
6,38,93
96,16,18
1,101,46
70,28,96
26,119,81
95,142,34
21,34,53
79,111,87
54,80,6
61,89,85
47,76,17
7,50,96
90,56,73
13,96,11
1,92,76
42,83,85
13,131,29
50,129,0
7,35,82
81,130,91
56,17,92
89,90,84
39,8,83
82,24,65
26,89,92
29,46,1
69,142,2
31,120,42
14,85,27
87,103,53
64,80,0
22,67,17
76,96,8
65,24,32
73,142,20
0,9,97
67,72,58
42,19,82
81,111,48
3,35,84
14,115,50
49,21,45
67,114,30
37,131,94
86,97,8
96,128,60
96,104,32
76,140,42
19,120,55
44,6,12
93,68,24
33,88,83
51,120,36
39,133,21
47,21,24
21,71,49
91,100,43
14,71,37
34,91,43
50,42,68
55,141,13
69,138,81
1,3,14
58,57,36
21,107,16
36,37,13
50,8,66
45,126,7
61,114,20
71,147,2
24,93,14
50,80,27
92,31,62
62,3,52
83,129,89
1,134,76
94,142,56
68,7,6
4,94,3
92,147,61
55,107,85
71,125,65
95,121,37
77,48,87
58,58,68
54,110,8
68,71,14
87,32,11
73,124,76
10,149,14
48,147,33
13,149,89
5,50,77
5,125,0
4,141,57
44,3,70
82,44,50
93,116,18
88,139,85
0,110,44
48,29,47
38,32,28
58,84,4
35,117,2
0,53,19
84,51,94
79,31,52
46,56,78
94,46,0
20,128,48
14,134,77
57,32,94
72,144,99
1,88,77
96,89,33
22,120,99
56,3,34
71,123,43
97,73,95
50,33,69
63,136,71
8,138,4
93,23,60
96,45,72
45,50,0
40,89,96
64,111,97
27,54,77
54,86,2
84,45,19
14,44,80
70,76,25
75,149,24
89,138,31
46,40,87
51,68,91
35,80,89
23,86,70
31,71,67
61,103,69
45,30,20
17,69,42
74,47,65
24,124,13
74,63,20
47,146,90
60,110,42
36,54,82
16,15,88
12,112,22
39,126,98
13,136,73
30,120,90
66,108,79
91,125,21
6,18,66
19,56,53
77,74,95
27,118,81
20,130,80
86,1,83
56,23,4
74,14,55
43,63,49
27,76,29
43,128,56
77,55,61
16,121,8
64,28,87
82,25,98
43,63,9
38,87,69
0,68,41
17,146,9
11,27,53
67,143,66
46,111,5
22,105,89
91,58,94
46,65,20
59,117,68
84,94,39
77,58,67
48,104,86
76,67,67
30,6,2
44,21,83
48,78,47
50,28,8
61,130,93
69,2,23
48,19,26
28,84,7
31,137,76
59,68,7
78,31,94
52,94,36
73,1,21
26,138,87
88,57,8
28,77,2
83,17,0
91,40,98
40,110,1
83,89,41
43,138,96
98,14,51
3,40,26
43,33,73
84,124,22
25,13,97
17,146,6
97,146,8
88,10,64
88,14,73
51,6,79
11,132,79
46,20,94
30,6,42
90,40,69
76,85,93
7,49,64
95,62,17
28,36,93
70,63,83
51,145,24
41,16,35
36,52,52
62,119,44
13,115,20
38,140,81
57,146,86
21,28,77
44,78,9
35,10,47
40,44,70
98,100,90
84,19,67
18,23,76
9,7,11
37,84,13
82,3,44
14,101,34
17,118,12
85,80,83
15,76,40
76,84,66
50,76,30
35,8,77
4,2,35
91,25,47
31,125,47
83,40,96
63,138,46
32,94,80
31,94,92
43,86,54
86,135,8
0,98,84
73,90,40
36,57,53
59,142,57
56,135,91
65,102,72
69,123,17
10,71,13
15,127,51
38,69,87
72,87,74
30,134,26
44,40,41
76,28,94
8,3,73
47,120,25
78,45,21
86,122,21
13,86,73
86,96,55
52,5,48
38,72,46
18,35,10
41,112,9
41,63,14
88,23,11
40,57,65
22,121,74
1,51,77
12,87,51
12,104,70
50,113,96
12,123,45
24,65,73
23,123,43
25,86,54
73,92,1
47,8,37
51,42,54
41,89,91
83,57,78
93,148,4
71,135,63
81,39,66
99,83,64
20,70,83
93,140,92
49,32,27
21,18,91
79,90,70
35,27,27
96,64,46
76,44,0
1,9,18
98,40,78
66,74,71
22,148,17
89,18,49
59,38,65
91,21,0
58,59,10
1,57,58
20,53,23
68,80,59
69,33,22
6,95,40
36,55,35
25,7,81
68,86,38
40,65,68
20,68,32
49,123,5
39,49,61
26,126,27
1,16,52
12,98,50
92,70,38
17,123,83
3,28,7
63,51,35
7,78,19
24,48,6
76,60,31
33,60,68
77,58,78
29,34,40
18,56,40
93,60,66
9,27,82
21,134,94
95,18,26
99,47,37
70,115,16
82,13,21
31,111,71
28,106,7
60,55,16
6,19,73
8,48,39
35,123,85
34,142,32
30,112,3
11,91,46
42,59,29
56,138,60
5,67,29
23,100,54
11,84,78
78,10,83
3,110,88
62,101,98
80,137,20
40,116,38
31,75,10
43,57,87
70,35,1
75,106,59
17,81,11
95,34,85
7,27,58
82,65,77
93,3,70
65,6,6
37,125,88
98,143,63
89,75,51
89,76,96
59,133,98
43,3,95
82,59,79
58,95,77
82,129,34
26,37,58
6,144,17
44,96,65
76,78,88
32,136,49
85,73,17
64,26,19
83,26,87
6,149,39
99,93,64
38,107,12
78,83,56
72,129,35
30,106,41
30,127,93
22,48,70
1,113,4
45,53,95
19,48,93
71,31,19
92,64,65
49,125,96
65,34,76
93,72,37
57,144,43
64,112,66
95,26,91
98,78,28
31,130,89
15,85,66
20,6,4
86,136,85
49,145,51
17,44,30
27,74,52
3,34,33
20,118,23
31,133,32
94,46,48
35,127,68
75,84,58
83,76,41
12,16,34
63,71,13
96,128,46
26,25,20
71,140,83
26,119,94
8,45,32
5,92,83
24,54,59
83,87,33
93,9,30
0,16,56
59,59,80
20,96,85
67,10,87
5,11,93
20,149,3
56,27,95
48,72,8
60,143,27
75,39,60
60,137,97
82,24,48
10,46,26
41,125,12
75,59,66
5,137,23
59,144,9
39,45,42
92,52,93
90,147,27
21,145,53
31,72,72
97,67,96
26,137,40
54,119,70
39,134,16
85,27,69
83,37,2
14,47,45
17,87,12
62,128,95
16,106,29
55,34,11
51,102,86
93,132,50
46,137,65
34,77,64
40,22,61
96,29,45
62,102,92
51,59,66
7,43,93
3,6,26
30,149,82
45,25,68
36,98,45
15,106,69
57,37,83
48,92,14
64,107,24
73,114,34
19,2,48
64,39,98
51,146,93
78,69,81
75,141,76
67,65,72
94,86,81
91,130,63
42,133,98
98,96,76
99,132,36
83,1,98
9,111,29
73,146,89
44,52,35
61,108,59
83,113,59
58,24,47
91,6,13
62,141,44
5,14,68
69,48,38
40,78,87
28,30,9
57,85,83
30,138,6
3,25,67
17,104,67
21,49,82
23,87,47
45,97,82
22,120,4
97,149,87
12,2,30
25,21,82
19,111,83
47,140,66
69,130,25
28,104,40
13,58,41
51,70,95
43,25,68
9,1,58
60,18,90
76,39,87
59,8,61
39,104,81
23,121,85
68,51,67
97,122,43
6,78,90
41,32,82
86,8,16
37,46,80
74,24,75
70,42,45
6,104,12
29,135,51
55,126,1
79,84,0
86,39,97
59,55,21
5,15,0
32,6,94
0,96,38
57,89,35
60,137,43
20,48,72
35,7,67
87,50,94
8,123,7
46,96,74
39,134,59
0,139,89
11,136,15
3,99,75
17,36,42
81,120,0
36,88,6
15,40,17
97,102,39
11,141,34
28,137,1
11,100,51
15,30,29
1,6,99
36,146,3
66,35,90
57,37,13
3,100,55
34,92,36
59,77,31
54,100,91
57,10,55
46,131,78
66,4,72
45,142,63
79,97,35
88,128,23
93,95,74
89,18,19
34,13,95
55,12,92
47,118,50
73,83,32
49,24,99
49,108,90
85,125,52
40,58,10
35,121,69
11,92,97
14,149,44
18,51,41
33,128,17
37,127,77
62,19,9
9,75,66
78,116,16
35,91,29
42,82,76
7,45,86
18,129,74
91,111,79
23,107,22
7,16,49
97,53,46
94,138,49
44,11,95
16,115,79
23,139,61
50,148,83
82,55,14
42,113,57
58,120,67
49,122,93
31,19,45
15,26,4
90,23,42
4,107,5
95,72,38
5,18,0
32,12,45
92,40,66
92,144,10
65,147,39
13,13,4
14,61,8
27,88,2
25,108,27
47,34,46
43,48,20
97,83,76
40,100,42
80,142,0
74,90,51
0,81,23
59,125,58
95,31,98
30,58,96
23,60,98
64,108,90
80,135,24
24,9,43
35,2,56
43,15,77
86,102,34
86,95,5
83,112,84
21,85,73
84,87,94
99,144,94
15,38,57
36,127,7
33,29,83
74,79,25
47,124,33
49,4,82
9,25,67
30,54,88
19,93,47
1,24,5
42,25,54
3,142,96
60,60,97
75,144,67
92,122,53
40,2,28
46,117,43
52,95,30
2,26,90
97,117,70
19,96,37
98,47,4
62,2,10
64,109,66
59,15,71
54,29,87
55,58,13
29,77,69
45,4,2
16,75,80
1,144,59
70,93,49
22,51,97
41,144,4
97,131,96
26,138,99
97,69,55
56,103,42
92,127,90
97,24,89
84,80,16
39,110,63
56,23,39
37,72,6
89,91,23
57,9,16
86,70,94
43,148,5
57,98,46
96,112,34
63,23,43
89,69,25
47,26,88
81,30,97
5,20,90
34,118,17
52,46,64
9,37,40
84,128,56
24,117,95
28,98,16
63,142,93
99,8,18
1,63,19
0,24,18
28,67,2
33,126,35
40,146,58
86,91,47
66,78,51
2,136,90
15,148,49
55,46,5
45,51,86
44,144,90
27,23,4
36,37,78
17,81,92
38,128,77
26,43,27
25,66,51
53,40,45
45,129,84
60,45,44
99,130,0
73,25,57
37,50,36
64,26,76
0,31,75
34,14,56
39,100,74
25,47,20
29,35,80
79,43,16
45,129,57
93,90,40
68,140,67
25,89,41
77,71,93
20,70,24
89,62,81
40,139,52
7,144,53
21,97,41
80,124,85
9,72,57
11,46,66
78,105,28
16,20,11
32,136,16
93,63,39
98,91,30
38,65,79
54,15,64
1,110,45
75,47,12
79,78,56
36,130,96
18,82,39
40,2,50
45,45,28
31,140,46
78,118,64
17,13,49
86,140,12
60,141,93
55,66,29
9,94,96
84,63,21
20,25,82
97,38,42
45,125,52
2,109,2
6,108,43
80,65,0
86,38,0
99,135,42
49,28,21
97,98,20
38,2,44
37,9,9
93,145,9
21,135,80
13,86,93
71,95,98
70,147,22
35,41,75
18,103,15
40,112,92
75,148,18
92,16,85
57,22,68
37,143,67
58,24,2
97,61,21
35,22,65
83,45,47
21,18,80
61,146,34
66,36,10
87,104,60
85,10,8
96,141,57
68,63,38
90,69,17
79,132,87
11,53,48
14,107,36
31,1,62
23,103,53
53,26,32
18,93,22
28,58,24
89,137,65
56,64,16
90,91,73
50,131,64
71,43,75
2,55,86
5,20,87
66,102,21
5,136,62
16,19,37
96,1,57
45,22,47
97,132,1
17,29,26
21,59,32
91,148,66
74,103,24
51,41,4
86,76,3
52,131,80
73,112,20
87,68,22
97,115,50
36,94,50
83,97,67
2,75,59
46,71,54
38,80,37
29,98,81
33,138,65
80,68,17
92,88,69
95,94,17
89,107,36
29,99,78
9,53,9
76,7,48
24,117,85
51,141,70
4,19,5
32,100,62
45,26,7
51,36,38
13,28,93
6,107,70
46,135,2
97,35,30
22,31,43
8,60,19
25,39,52
11,12,90
21,2,40
2,144,13
49,79,66
16,54,28
64,141,97
87,24,49
36,108,46
97,98,14
18,73,17
73,80,54
78,135,79
30,27,22
41,34,43
8,86,61
12,50,26
6,74,83
54,20,20
44,18,28
30,31,81
37,46,6
10,120,63
32,77,64
99,69,15
80,140,95
49,82,69
99,82,17
0,23,22
68,116,55
57,110,33
51,141,83
60,54,44
4,92,48
68,131,42
17,148,35
91,109,37
60,48,20
31,35,91
63,105,99
29,7,54
15,86,35
49,49,96
46,71,59
19,124,79
73,128,91
16,3,26
11,19,17
57,71,47
50,16,93
75,74,34
17,93,44
23,22,54
79,76,58
40,75,36
94,104,69
34,18,61
62,3,24
89,96,23
87,28,79
98,112,41
78,19,12
79,106,65
46,139,94
75,123,97
78,69,17
26,1,92
86,45,23
13,16,2
19,62,31
17,141,3
98,146,2
73,22,41
84,85,98
97,116,99
55,56,53
2,46,25
32,116,33
84,90,78
73,17,1
40,79,40
4,104,76
77,113,55
86,67,47
45,70,98
57,61,22
23,20,14
81,38,98
46,71,41
18,107,68
33,6,91
57,72,71
61,131,44
10,11,43
48,122,32
50,9,50
34,80,60
23,134,65
92,48,3
58,41,32
30,57,37
43,27,4
40,106,49
81,56,86
44,4,1
9,49,54
39,120,18
50,44,75
3,93,44
13,67,17
30,38,96
78,59,81
2,46,63
49,53,59
56,87,35
23,57,82
97,84,32
90,25,83
71,92,15
94,21,97
31,60,87
43,37,44
97,138,72
11,132,62
92,91,98
1,95,74
81,70,35
10,91,56
33,32,83
38,43,7
28,91,86
27,10,35
67,145,95
13,7,19
83,58,78
95,26,8
43,13,32
29,89,8
84,124,81
82,36,81
68,107,89
46,25,98
9,56,47
45,135,36
41,90,25
63,5,43
65,121,98
88,31,51
98,60,34
24,43,91
3,132,78
89,43,99
18,18,43
57,9,35
48,112,59
4,61,59
93,137,80
19,94,44
54,46,17
43,125,16
68,4,68
16,112,16
99,10,55
55,110,7
48,101,12
96,42,24
75,34,17
81,65,21
84,78,44
60,10,72
10,145,32
51,41,12
15,147,59
72,50,64
58,118,51
18,84,24
15,67,47
8,98,32
65,147,11
89,95,85
49,49,52
57,147,52
51,64,52
73,111,16
70,49,5
16,111,42
12,26,0
96,51,55
85,16,54
76,82,25
21,118,19
8,142,38
55,32,85
46,78,99
60,104,40
40,14,52
92,22,91
50,147,83
6,47,90
58,75,80
45,67,8
51,1,50
78,27,34
44,108,75
88,73,58
51,113,99
64,134,41
2,86,27
67,86,15
4,69,29
55,24,47
66,119,41
78,70,15
86,51,17
44,56,99
42,140,15
55,58,61
21,62,41
35,94,55
82,1,84
7,142,31
0,120,61
21,28,0
30,38,50
23,61,4
17,126,17
29,12,70
51,139,47
88,45,69
89,76,8
31,61,9
67,88,68
49,80,39
77,148,69
20,22,4
91,59,67
21,20,64
66,17,63
83,82,60
73,22,11
21,110,15
37,42,35
66,76,6
7,31,61
92,127,39
94,132,46
9,111,50
37,103,62
33,140,99
75,117,44
94,100,47
52,50,61
57,3,79
95,124,49
71,6,56
48,135,68
46,64,71
72,40,58
53,121,1
97,20,27
56,128,25
86,8,0
3,99,83
19,129,53
92,13,55
94,130,14
79,85,90
99,111,3
88,48,94
55,26,41
80,17,12
78,78,22
22,89,5
73,14,81
54,32,23
0,50,17
32,70,39
99,63,83
58,15,17
66,96,24
4,143,47
54,67,90
22,138,53
5,134,47
28,101,59
56,6,87
13,128,39
55,88,40
22,118,84
28,35,21
64,92,68
36,142,9
27,46,12
21,15,82
73,145,83
67,82,70
91,3,79
90,128,56
73,13,43
44,32,95
65,130,91
80,105,11
58,141,25
57,114,41
60,47,31
11,84,13
6,53,76
33,117,48
58,106,67
47,128,88
48,6,65
20,27,44
96,69,94
47,19,68
33,56,69
17,92,25
27,67,7
24,53,13
10,119,13
19,11,81
74,65,13
40,125,83
37,71,28
46,38,24
34,29,21
54,89,94
78,48,1
82,54,49
56,79,22
86,119,76
45,140,13
14,149,92
5,82,73
78,140,31
18,100,28
20,103,84
73,41,60
75,145,97
96,70,43
94,6,46
41,123,8
19,145,78
10,91,37
12,49,84
46,2,90
96,56,13
16,96,47
84,6,92
87,1,2
91,119,22
71,74,43
58,148,41
50,124,88
40,18,4
17,106,37
42,9,9
9,6,41
16,103,16
81,105,6
5,123,48
9,97,90
85,41,82
6,43,22
97,136,93
92,64,72
8,36,92
95,134,92
24,60,83
19,64,23
66,135,33
82,137,53
91,93,96
42,6,78
31,62,91
61,49,41
77,1,74
4,130,72
16,39,14
51,144,43
18,83,10
28,42,32
48,106,10
87,70,88
23,110,6
3,75,92
16,26,87
17,118,63
11,113,19
83,78,32
60,138,64
38,97,28
56,77,81
16,64,98
75,90,77
58,145,71
21,136,95
22,87,61
8,140,86
85,34,77
68,51,46
24,64,26
35,95,94
85,54,90
48,28,41
61,66,0
42,32,53
0,109,81
24,141,39
32,24,85
60,97,67
42,141,76
7,7,78
86,115,83
48,23,13
43,149,41
4,83,42
63,5,12
4,5,37
27,34,70
87,143,66
57,78,4
82,138,74
10,119,14
98,11,74
15,125,50
80,70,74
99,118,67
34,45,17
62,138,71
64,107,57
49,111,60
89,31,37
55,16,4
66,139,72
41,148,37
5,122,53
93,24,83
77,142,7
52,133,62
48,140,95
81,43,11
10,31,51
37,27,67
31,140,1
8,19,88
32,55,99
6,3,80
97,29,63
92,93,82
89,138,34
44,142,17
97,88,47
23,4,12
50,118,83
4,12,85
43,81,44
21,125,94
13,28,1
74,29,36
44,33,35
89,11,31
97,126,94
50,92,96
78,105,68
8,20,12
3,72,43
87,63,20
46,131,9
19,6,58
25,48,9
28,52,31
14,88,90
63,139,43
76,127,11
47,106,76
46,109,54
66,119,98
34,79,21
16,147,51
59,33,90
73,70,69
2,41,89
72,4,54
40,34,9
44,84,82
63,48,61
13,80,47
40,49,11
46,95,45
73,90,9
99,23,8
99,76,26
55,47,45
39,132,71
24,27,25
28,90,86
48,1,4
63,64,86
69,149,1
40,139,81
18,86,42
15,10,35
20,142,49
41,70,92
78,140,86
1,149,31
22,119,67
24,147,14
74,84,94
22,60,77
14,73,78
18,87,59
98,146,76
88,61,35
23,118,83
54,25,84
97,40,38
15,123,98
92,21,83
53,51,87
79,149,17
56,54,75
74,68,84
23,109,93
71,28,24
93,127,34
32,47,7
74,137,9
77,89,83
49,131,94
87,85,61
97,98,59
44,62,6
46,7,93
9,105,42
38,105,69
31,127,82
98,76,50
60,96,83
57,27,56
46,132,3
30,4,69
75,62,79
61,28,78
27,62,13
69,106,24
49,78,84
94,110,13
18,31,1
76,82,33
69,26,85
33,97,0
14,103,25
99,66,95
43,134,84
92,59,5
94,43,76
33,6,18
94,28,11
66,44,99
33,144,21
2,81,70
19,100,95
50,102,90
71,121,91
97,123,60
18,96,36
28,26,45
72,10,29
17,103,97
83,9,97
26,74,12
70,71,90
96,99,80
76,80,48
41,60,71
52,27,7
19,76,75
46,149,43
16,123,4
18,89,59
38,10,94
49,24,53
73,120,85
41,133,57
37,49,29
18,41,64
67,8,89
7,54,30
73,145,23
5,22,68
56,99,62
63,61,66
44,106,3
64,145,85
48,83,23
23,28,60
11,85,59
59,38,70
0,100,28
19,41,57
69,23,76
33,23,9
65,34,47
68,92,34
41,126,86
16,78,12
53,99,98
73,13,18
46,106,85
1,103,42
59,5,71
46,117,47
91,116,69
43,38,8
4,59,72
31,143,25
54,71,48
11,44,71
66,2,13
51,74,94
46,94,17
33,38,34
53,147,48
3,144,34
93,140,61
26,23,33
5,17,0
65,71,6
81,19,81
57,68,49
86,60,49
27,30,8
62,67,70
51,79,31
59,21,44
46,145,65
97,21,47
19,43,7
34,145,71
43,11,42
72,125,26
32,2,58
89,87,1
61,108,86
85,76,39
64,86,29
87,3,84
0,19,97
39,117,60
30,139,74
2,25,34
78,7,75
88,123,57
51,144,30
69,84,2
61,40,5
68,75,36
20,52,88
98,79,36
13,30,56
79,129,32
84,95,11
61,128,10
40,129,32
5,128,88
21,59,19
36,110,48
16,67,63
87,123,36
62,108,94
31,97,49
65,111,75
35,8,9
21,55,71
1,93,3
25,77,15
94,4,14
79,90,4
89,120,24
44,22,93
78,149,7
26,42,17
43,145,28
80,105,86
82,28,61
98,146,66
39,114,76
49,107,22
46,60,19
11,65,18
52,77,0
83,102,51
48,38,72
38,88,2
25,141,65
14,119,11
61,105,42
35,98,36
29,22,90
52,2,21
93,91,35
48,64,28
41,54,18
6,62,73
78,17,91
42,27,93
11,130,55
87,55,63
8,55,56
73,55,50
87,57,97
67,61,66
29,52,26
77,147,12
2,55,93
40,64,78
69,139,79
30,114,64
35,114,50
60,11,11
21,124,90
80,25,82
49,86,83
26,131,51
89,53,95
85,16,1
59,8,4
42,96,27
34,105,59
41,22,75
88,138,54
28,104,82
77,40,30
22,54,89
15,123,16
85,7,0
65,141,44
17,56,80
67,85,60
94,64,33
35,101,64
32,113,10
40,42,96
34,124,58
52,27,96
81,138,43
41,37,31
35,77,44
61,41,2
92,55,12
6,138,56
40,44,3
79,95,51
69,129,98
19,92,74
83,89,11
15,10,38
85,12,5
59,30,9
14,147,94
52,48,80
3,87,92
26,121,73
48,39,71
96,136,60
3,44,86
94,98,25
39,118,92
37,3,59
31,88,31
61,6,43
96,60,94
73,100,46
47,56,60
69,111,75
95,44,30
77,90,39
79,71,21
13,115,58
72,79,63
10,97,57
83,118,52
4,103,38
35,113,35
60,119,56
51,73,56
32,37,8
9,120,19
31,98,86
85,130,77
96,106,77
32,105,79
12,142,81
89,94,59
44,127,30
34,24,60
22,117,85
75,92,38
61,81,63
97,4,53
33,124,29
80,29,91
97,103,47
18,116,41
76,141,2
55,95,37
93,128,15
68,35,6
2,122,52
63,33,99
63,135,25
52,6,48
0,142,15
36,66,14
84,103,79
96,10,33
58,86,26
46,47,81
14,36,89
69,116,16
60,34,50
45,18,33
3,13,12
55,126,49
1,104,97
83,117,39
0,8,78
16,47,84
90,45,89
55,15,93
49,5,63
68,94,11
61,114,57
0,6,40
55,143,81
39,125,83
33,120,45
75,106,91
53,101,84
16,119,26
2,83,67
18,26,65
5,14,36
75,124,46
90,12,65
10,105,30
7,93,1
23,104,34
83,147,56
38,51,41
31,56,82
55,52,74
25,126,54
46,130,9
87,29,22
99,15,50
71,88,57
16,75,70
8,51,16
58,97,32
78,64,9
39,39,99
54,55,73
34,2,22
38,103,93
71,99,77
23,23,20
33,46,91
60,108,85
84,52,96
77,113,14
87,68,87
78,62,59
6,18,39
41,93,36
37,62,94
57,105,12
81,86,46
0,116,82
32,60,6
46,8,63
3,126,55
89,145,6
75,72,60
21,107,78
3,64,58
20,86,3
24,149,21
27,140,77
22,112,14
82,40,88
38,11,43
32,148,3
45,7,21
23,125,57
29,128,6
18,32,43
65,66,92
77,131,88
1,137,86
93,137,56
24,53,44
68,83,37
53,34,19
12,108,13
63,30,52
73,70,56
1,32,19
77,41,37
94,143,4
27,99,20
36,3,33
44,11,67
81,109,44
98,53,86
12,88,3
25,90,26
77,38,83
12,56,11
14,55,70
24,92,64
71,18,27
52,143,35
81,34,77
96,122,37
51,101,65
56,82,71
28,8,64
95,63,59
78,85,43
62,113,18
46,82,55
75,138,25
58,94,41
14,89,96
71,122,15
78,82,13
83,121,9
63,143,13
7,18,94
78,41,79
20,42,87
66,108,73
13,47,47
55,87,27
19,85,80
16,35,77
59,143,42
53,44,95
3,57,44
96,132,85
54,31,53
38,124,75
60,75,39
28,78,28
42,130,84
96,69,70
37,3,6
98,90,26
19,129,10
49,97,74
81,15,11
88,144,81
22,146,71
39,46,92
47,56,37
48,124,53
27,94,55
40,95,2
13,142,30
9,135,65
33,88,3
88,24,82
72,16,71
91,43,82
45,48,52
53,149,48
51,123,87
42,17,7
67,72,97
84,25,3
85,84,54
51,72,7
90,123,69
89,63,37
5,114,56
56,94,32
55,141,53
91,96,90
54,67,97
21,8,44
70,116,21
54,47,20
20,125,7
76,50,34
62,122,50
61,2,93
38,109,67
26,3,62
3,86,0
56,37,73
1,83,99
89,130,55
65,11,89
66,80,66
81,32,49
66,95,63
27,16,29
85,56,94
88,114,85
36,73,37
69,32,6
84,91,44
40,57,52
7,92,47
52,10,32
30,39,72
66,116,20
82,67,78
1,97,19
60,129,25
2,36,0
0,60,36
6,65,33
44,108,77
97,67,29
50,129,52
57,92,51
85,18,36
20,39,16
31,33,25
90,105,8
44,94,65
86,89,88
38,25,21
72,7,20
57,112,55
68,88,60
52,62,60
43,141,60
24,82,32
61,145,73
65,99,46
81,142,22
19,63,41
91,144,58
8,116,7
43,114,41
52,52,41
39,63,97
84,98,54
92,143,35
52,50,83
46,58,54
7,43,33
61,120,83
82,85,60
70,99,35
54,145,39
4,3,6
99,92,65
87,138,91
27,122,24
68,129,21
23,78,99
54,115,48
43,70,83
